train,train_pred
0.0,-0.05566625559915117
0.0,-0.09596463231231311
0.0,-0.12699723143365915
0.0,-0.158137756854555
0.0,-0.18938729722824732
0.0,-0.22074207714251237
0.0,-0.25220302836469877
0.0,-0.21398342640607737
0.0,-0.1515939815212768
0.0,-0.08963901885093328
0.0,0.04531093528656349
0.0,0.03292585131742776
0.0,-0.22633540605039615
0.0,-0.23570931712554888
0.0,-0.066210760474533
0.0,-0.06620962434373645
0.0,-0.06620855626522015
0.0,-0.06620745709128073
0.0,-0.06620585297610226
0.0,-0.07018315303440747
0.0,-0.06474510506352704
0.0,-0.0592668963881402
0.0,-0.05374936361577998
0.0,-0.04819273066368268
0.0,-0.042596528225333774
0.0,-0.0706870673060358
0.0,-0.0894529016302501
0.0,-0.10826770821072174
0.0,-0.12713135775034345
0.0,-0.1460442301978464
0.0,-0.08653653638606151
0.0,-0.04250070675076323
0.0,-0.0679744355106413
0.0,-0.015405576496664963
0.0,0.0367276808706114
0.0,0.08841623888047767
0.0,0.05429814726723725
0.0,0.10338267565005266
0.0,0.06232876422146205
0.0,0.11901966227461935
0.0,-0.007590428372997504
0.0,0.04721323352667417
0.0,0.10102565683467102
0.0,0.09165570270885715
0.0,0.09166075984515398
0.0,0.09166582758550845
0.0,0.09167090006149614
0.0,0.09167547720314273
0.0,0.0916805278074464
0.0,0.08800147933442659
0.0,0.09366888992606315
0.0,0.09930768831653403
0.0,0.10491654069193679
0.0,0.11049581649893092
0.0,0.11604631267682963
0.0,0.0197452383699126
0.0,0.11278502339193164
0.0,0.11581638871773947
0.0,0.02883878845307697
0.0,0.03183476052757328
0.0,0.03481402128950073
0.0,0.034993286891776165
0.0,0.044528794874878486
0.0,0.054045585345431135
0.0,0.06354280065648288
0.0,0.07302123092637736
0.0,0.08248088834703715
0.0,0.05364508554005898
0.0,0.034013317447990854
0.0,0.014212406631874508
0.0,0.0842345875097461
0.0,0.06409949560130546
0.0,0.04380111369314044
0.0,0.028658104236546578
0.0,0.022862769077282685
0.0,0.017040805163593298
0.0,0.011191345690138021
0.0,0.005315417792247423
0.0,-0.0005865762998769064
0.0,-0.02343705501944804
0.0,-0.03700302574983105
0.0,-0.0506589415779497
0.0,-0.0644047739364293
0.0,-0.07823793322450756
0.0,-0.09215870330071452
0.0,0.08083909123446809
0.0,0.08083909123446809
0.0,0.08083909123446809
0.0,0.08083909123446809
0.0,0.08083909123446809
0.0,0.08083909123446809
0.0,0.06992704605665434
0.0,0.06839006102121292
0.0,0.06685366051565245
0.0,0.06531696929907493
0.0,0.06378029124316154
0.0,0.06224341916806697
0.0,0.04118016864027796
0.0,0.029470517490925996
0.0,0.017739592646274893
0.0,0.005986405840790798
0.0,-0.005787216677754614
0.0,-0.017582392352466503
0.0,-0.03489296337651693
0.0,-0.042827163731783635
0.0,0.04788195477694179
0.0,0.03994859019732111
0.0,0.03201664143181082
0.0,0.024086224323787597
0.0,0.01471320228068862
0.0,0.01471517036827219
0.0,0.014717691120457399
0.0,0.01472013418504936
0.0,0.01472209996527285
0.0,0.014724594881365682
0.0,0.005342684649799256
0.0,0.0053362113824722
0.0,0.005329310147267563
0.0,0.0053223298866740265
0.0,0.0053158079699549
0.0,0.00530887281844139
0.0,-0.03365045554792534
0.0,-0.06341261645276708
0.0,-0.00799836896673689
0.0,-0.038112140962113905
0.0,-0.06839788165810123
0.0,-0.09885438286072734
0.0,0.15592747964402554
0.0,-0.34521867438714926
0.0,-0.023974996814314142
0.0,-0.021917517319172575
0.0,-0.01985222245327467
0.0,-0.017779423648782267
0.0,-0.07301466736418805
0.0,-0.020567728600200397
0.0,-0.06709291066017187
0.0,-0.028588328441383926
0.0,-0.07575195334270113
0.0,-0.12322567939302864
0.0,-0.07878241649241335
0.0,-0.025376039842550657
0.0,0.027610380252137023
0.0,0.0801657231175148
0.0,0.04692931017535695
0.0,0.09859597861156422
0.0,-0.061089467841948686
0.0,-0.014564263272541567
0.0,-0.0671197853197234
0.0,-0.034754599376679796
0.0,-0.08816135474286035
0.0,-0.1419794762942237
0.0,-0.07288706180728077
0.0,-0.07288778697913045
0.0,-0.07288900323438696
0.0,-0.07288969724760541
0.0,-0.07289044558291202
0.0,-0.07289117413106094
0.0,-0.05169290600920995
0.0,-0.021233332621363843
0.0,-0.06935675884973413
0.0,-0.03912965692878201
0.0,-0.009020483736834617
0.0,0.020969943851242512
0.0,-0.0006749329871422738
0.0,-0.06100168618194557
0.0,-0.24623503573270078
0.0,-0.1778759407497441
0.0,0.4652912456563776
0.0,1.892638009375346
0.0,0.8958150627601853
0.0,0.7058613640241456
0.0,-2.8646738765184274
0.0,-1.0275894264138827
0.0,-3.2212327881066116
0.0,4.777796489582595
1.3901514000000001,1.9087792903312817
18.0907538,19.544890632232494
74.58771710000002,73.65261892144284
122.230394,128.1309008618352
145.33276000000004,145.50053784358727
142.775496,143.12414607807602
142.0229573,140.8778733169859
142.95179300000004,142.74801794517285
138.143423,137.4895427029348
137.29998300000003,136.2604211089851
138.043343,138.085178692474
134.065549,137.89695843393096
134.002163,133.80835958764223
135.89201100000002,140.54559529133704
141.114186,138.22366701428282
137.882547,136.6809439747737
141.94872900000001,137.3282780881923
134.105183,134.57083884620417
122.313403,123.19536669818959
117.6685113,109.53728411226221
117.61651799999999,114.07094156456988
106.55180999999999,100.28623277180996
92.27217300000001,101.86492086511639
86.19167419999998,87.59894020842343
