train,train_pred
2.06842880391578,1.6639762227769834
1.3701325283578079,1.4979491854404907
1.3250824742177745,1.4546259387686704
1.4287496092060374,1.2130873266869995
2.0513049370569965,1.6699694776210752
1.3613513374275874,1.4982101423872436
0.8594634466775162,1.4548868957154237
1.4540647088044611,0.7970082901568847
2.0385370171955692,1.5122893911909059
1.353945078046542,1.4942902507355162
0.6225624343203455,1.153729071381659
1.4485979307016748,1.307949088145203
1.8706345444482293,1.5125503481376588
2.0060705377986445,1.5009219905344424
0.6239531483823341,1.3447310904927186
0.7518398746195116,1.6065801680015017
2.056436238949927,0.8228127379800725
1.9967521839010374,1.6651506164913576
1.266205597283371,1.296349888931171
0.7360550873398877,1.4217600602471743
1.694084852407327,1.5551040270152958
1.9861550225615647,1.3634788809103395
1.2694416646206987,1.6474481361649418
0.7382829593437659,1.079331324219837
1.9161440907858578,1.426345842764844
1.9897133801472515,1.580703605862464
1.2713999574471422,1.6769165611445316
0.7372134056360223,1.07959228116659
1.7250472663617773,1.4926085725921516
1.9910000574539573,1.3640007948038457
1.2747308746794908,1.677177518091285
0.7441678996868023,1.0798532381133428
1.644583545825607,1.4268677566583503
2.0424440671388293,1.433484142402302
1.2914680490148405,1.6774384750380378
0.9108852826371423,1.080114195060096
2.165764562272183,1.446933608529267
2.1471835845348606,1.7157381904554696
1.4259170181733898,1.8317445965699046
1.0105550581207645,1.216968136206373
2.501643197193563,1.8320019733320079
2.305814394268853,2.017827114569123
1.5163094149535794,2.15428281632355
1.0550464262219055,1.5443057070561719
2.538142796351788,1.7825496166992014
2.3251839453303393,1.9650662233141247
1.546807668580935,2.1472427556282816
1.0753263140679366,1.5445666640029247
2.610222940530104,2.275872026749974
2.403203546942792,2.0361776717846203
1.5953950834989,2.1813697306319044
1.0896990334531438,1.4753460693024913
2.677240175346478,2.195519459975032
2.4728007194330393,2.0386163738352097
1.6513879458408471,2.1998291926226408
1.1147866269733262,1.4756070262492447
2.739678456878929,2.1957804169217847
2.549569987329485,2.310675889315154
1.6973291143302254,2.5095914696930666
1.1411080100529967,1.4980681503751052
2.790542595664075,2.196041373868538
2.5855511031889193,2.367357131516624
1.7284104527236097,2.4991248795306924
0.9996981468860088,1.533554915942311
2.8363537028675276,2.1301158133382554
2.6116622622710484,2.2939543135855907
1.7310614343782333,2.4993858364774453
1.1960700454924775,1.5338158728890643
2.8085826730828765,2.226926743176816
2.511963952391563,2.2942152705323435
1.6681033261404261,2.4031034467178864
1.1701044134738467,1.737182756349489
2.733392799115402,2.167092509121677
2.5434938057013263,2.311719717102166
1.6935703975296514,2.414091912764164
1.1685617082811366,1.75964388047535
2.8260557367748054,2.194696307097597
2.540451420306095,2.3877386339065025
1.6489090852118689,2.46305141607582
1.1491193021259096,1.7377046702429952
2.6204785748537054,2.1676144230151833
2.384878444805418,2.1162010528091604
1.5377721777470748,2.1834573862059288
1.1031999026131636,1.4774337248765157
2.441148797041952,1.827748731416671
2.307820607143986,1.8374639626424951
1.4799622067953908,2.149852325095812
0.8601630205412539,1.5471762334704553
2.669407567473186,1.6413145894864707
2.236485866372925,2.0644800319988397
1.4319581788260347,2.0502031122027065
0.8450943421098833,1.191384136084475
2.2708598501163046,1.739669413735165
2.2390951614653383,1.825452152227987
1.4265327001527206,1.911045914194549
0.8404606720286273,1.1696376276686795
2.2839242225389302,1.742936411731875
2.2268102419498175,1.8348455540332913
1.41943997931453,2.0335833859099024
0.8358216741890067,1.1698985846154324
2.2625186543458295,1.7431973686786284
2.219189766940671,1.8259740661214932
1.415356598334743,1.865113666682492
0.831739886598578,1.1701595415621853
2.2451235010704815,1.7434583256253813
2.201525783212986,1.835367467926797
1.4017514830359012,1.8653746236292448
0.821273157394693,1.1704204985089386
2.190826592238232,1.7437192825721342
2.187893789684265,1.7891742932703094
1.395171626111904,1.8656355805759977
0.8189221259455339,1.1706814554556915
2.1610539081901052,1.7439802395188875
2.1743868377707893,1.7560608810726226
1.389034776152481,1.8325219299597322
0.8139363821742419,1.1709424124024443
2.1586042871956015,1.7442411964656404
2.1634236890705107,1.756321838019376
1.383301517731695,1.832782886906485
0.8097035059076567,1.1712033693491977
2.125330269710779,1.7445021534123932
2.1493449687373856,1.7565827949661288
1.3724872284141654,1.8330438438532384
0.8008347660284607,1.1714643262959505
2.0998319346114163,1.7447631103591466
2.1252864237012803,1.6517995657976168
1.358151898408112,1.8333048007999913
0.0,1.1717252832427039
0.0,1.7075206459992893
0.0,0.12681586951942503
0.0,0.43892179536347387
0.0,-0.18557201023778935
0.0,0.005581428614377604
0.0,0.005646667851065601
0.0,0.005711907087754042
0.0,0.00577714632444204
0.0,0.005842385561130481
0.0,0.005907624797818922
0.0,0.0059728640345069195
0.0,0.006038103271195361
0.0,0.006103342507883358
0.0,0.006168581744571799
0.0,0.006233820981260241
0.0,0.006299060217948238
0.0,0.006364299454636679
0.0,0.006429538691324677
0.0,0.006494777928013118
0.0,0.006560017164701115
0.0,0.0066252564013895565
0.0,0.006690495638077998
0.0,0.006755734874765995
0.0,0.0068209741114544364
0.0,0.006886213348142434
0.0,0.006951452584830875
0.0,0.007016691821519316
0.0,0.007081931058207314
0.0,0.007147170294895755
0.0,0.007212409531583752
0.0,0.0072776487682721935
0.0,0.007342888004960635
0.0,0.007408127241648632
0.0,0.0074733664783370735
0.0,0.007538605715025071
4.112747772151437,0.007603844951713512
3.5995643655152434,3.6869041849345567
3.5395517260086597,3.2713300832937118
3.640107414791273,3.1554488508392686
3.6107470165699413,3.4369504141955245
3.6164859207227487,3.450873494923912
3.5898122417140947,3.507047924147783
3.3127366900815534,3.480218713196788
3.2972231891803023,3.3643883235043384
3.3146789089730713,3.3004443731353135
3.338721057937406,3.361442367842278
3.352820592658372,3.3615076070789662
3.5210100810547993,3.3615728463156542
3.469837666422449,3.480954305835851
3.54984297098711,3.507569838041289
3.815804274786306,3.5076350772779774
4.121955299953094,3.879126779641802
4.2035537391566,4.33717062510255
4.218198763148691,4.317630704579717
4.4013954247834075,4.2937875671226795
4.57565722672058,4.533820510178643
